i_patient,j_no,U_State_NSCLC,U_State_SCLC,U_NH_acc_factor,U_Next_event1,U_Next_event2
82,9,0.634585527,0.902149635,0.525389123,0.556986341,0.112477031
82,10,0.735152856,0.227495837,0.415342943,0.220353086,0.243429545
83,1,0.248715298,0.440097168,0.383392324,0.650635233,0.241522336
83,2,0.317337565,0.226828259,0.191885907,0.539728686,0.060590734
83,3,0.299965752,0.638733021,0.972107978,0.664675373,0.95634268
83,4,0.574993862,0.790175685,0.168297875,0.851503351,0.489621829
83,5,0.454551018,0.662169654,0.632466583,0.706362808,0.339049114
83,6,0.043410581,0.360494627,0.479414549,0.554483547,0.702034091
83,7,0.824553814,0.208693358,0.159801711,0.090300978,0.321931318
83,8,0.035857416,0.011014316,0.102074402,0.092151067,0.70664578
83,9,0.464409675,0.797103468,0.839932448,0.577994524,0.436120361
83,10,0.469870326,0.099507225,0.087177377,0.965381623,0.35966496
84,1,0.014113241,0.615983193,0.188826189,0.019685902,0.582253153
84,2,0.91581271,0.461110842,0.188873647,0.610673256,0.945321996
84,3,0.198879946,0.420103553,0.417543767,0.240102975,0.228020736
84,4,0.441587249,0.866020712,0.323045569,0.063462132,0.766261145
84,5,0.678939208,0.442241081,0.427083579,0.174981286,0.175640174
84,6,0.465620712,0.971781365,0.94933159,0.144947573,0.487402904
84,7,0.1756259,0.102755047,0.397144199,0.637000533,0.577153779
84,8,0.235247042,0.895893509,0.444081398,0.089812483,0.865143422
84,9,0.253404328,0.616844916,0.613075388,0.901370524,0.017300804
84,10,0.193790822,0.36673448,0.70430169,0.320257638,0.005666055
85,1,0.228339252,0.503589865,0.348389015,0.675044146,0.091226822
85,2,0.314226323,0.473538281,0.43822496,0.388143543,0.561473815
85,3,0.474377339,0.623123608,0.482235989,0.747360128,0.920976216
85,4,0.692769281,0.967218638,0.500344249,0.11295798,0.947230083
85,5,0.290912356,0.331793348,0.511133862,0.675965395,0.977505691
85,6,0.142959679,0.10034122,0.122061247,0.806465874,0.161320979
85,7,0.673747885,0.555962619,0.536452332,0.487737657,0.735245775
85,8,0.056364201,0.271097595,0.394191802,0.134305748,0.681582954
85,9,0.406605274,0.487548913,0.164869089,0.437235771,0.106190566
85,10,0.119297467,0.289344152,0.382498416,0.709551701,0.671230775
86,1,0.808177224,0.548472696,0.05463224,0.761109385,0.667859997
86,2,0.190613756,0.06173817,0.985932789,0.534862404,0.219096127
86,3,0.923061958,0.597994365,0.273692488,0.339393165,0.378587849
86,4,0.782539626,0.272063131,0.559116759,0.802320063,0.611558475
86,5,0.521381051,0.74244423,0.80130091,0.141396847,0.603815465
86,6,0.857337846,0.002808861,0.012267606,0.600149798,0.063882342
86,7,0.267508984,0.523740747,0.736540217,0.789647393,0.770734771
86,8,0.877543999,0.307744056,0.300517113,0.608263339,0.625033466
86,9,0.31259342,0.153172954,0.368451124,0.245040188,0.578250426
86,10,0.621035288,0.94672915,0.575778875,0.651620622,0.14436543
87,1,0.22225785,0.813775912,0.693767319,0.45100872,0.057675659
87,2,0.328177914,0.370043097,0.252366098,0.750767435,0.553550087
87,3,0.84214605,0.936881621,0.944773889,0.552408345,0.208382716
87,4,0.323904007,0.842855624,0.967885513,0.43774724,0.705587374
87,5,0.140716595,0.492246794,0.349657456,0.08265541,0.35532589
87,6,0.316963992,0.97307896,0.52885623,0.123900467,0.182344754
87,7,0.911014965,0.74511483,0.253954238,0.500962385,0.751761068
87,8,0.727676068,0.392685686,0.995910161,0.810728195,0.535844222
87,9,0.489028442,0.105582342,0.126871652,0.064424597,0.734859544
87,10,0.724439228,0.396485565,0.484424321,0.693105568,0.684933638
88,1,0.185544322,0.232302775,0.871121625,0.733951204,0.440994551
88,2,0.970766084,0.793168649,0.37784492,0.841061867,0.891323654
88,3,0.773066951,0.771302826,0.001446567,0.788668116,0.081654677
88,4,0.392241203,0.736152016,0.369517652,0.32143458,0.592289885
88,5,0.491456604,0.614413659,0.559165773,0.44078052,0.309357524
88,6,0.997262539,0.868307965,0.350310961,0.361627993,0.830989918
88,7,0.80647741,0.411910471,0.430303544,0.180377131,0.352198871
88,8,0.748598163,0.409729075,0.466993879,0.019449196,0.785868053
88,9,0.942609001,0.580892386,0.831977324,0.023086266,0.562756667
88,10,0.569876236,0.497942101,0.927269951,0.644213817,0.1828918
89,1,0.640502074,0.882323209,0.809498899,0.860106112,0.258362394
89,2,0.094913478,0.721320884,0.403042686,0.627559311,0.095131516
89,3,0.134853417,0.288344102,0.050189739,0.169190773,0.882280129
89,4,0.12889843,0.13628483,0.697307493,0.598610892,0.868163908
89,5,0.495901352,0.507604855,0.262074115,0.992500112,0.752507742
89,6,0.644315131,0.707607836,0.069304285,0.19028716,0.65767307
89,7,0.777617133,0.539755282,0.260305136,0.535352633,0.640886572
89,8,0.101781248,0.110476935,0.343102568,0.266135907,0.739525304
89,9,0.566649799,0.704467699,0.578286895,0.076664081,0.926864709
89,10,0.393267041,0.756719694,0.80556709,0.188833099,0.258815312
90,1,0.603737547,0.075504248,0.011695554,0.959644127,0.087432195
90,2,0.527697804,0.686995008,0.536812364,0.824500999,0.296106803
90,3,0.259750517,0.631956974,0.853342889,0.226027004,0.910255617
90,4,0.584923508,0.516449931,0.705091366,0.182423353,0.536704419
90,5,0.011088849,0.175524608,0.972965633,0.275475555,0.374392514
90,6,0.713522954,0.285285438,0.447054643,0.969089283,0.063805608
90,7,0.943150207,0.207001642,0.294799188,0.641186628,0.606168342
90,8,0.987835862,0.320906222,0.348214044,0.76126007,0.032623
90,9,0.84697361,0.964724145,0.540080191,0.157930341,0.301312268
90,10,0.636791118,0.199796895,0.923883246,0.556445203,0.155121421
91,1,0.520961252,0.830616559,0.079947763,0.450407754,0.654025535
91,2,0.336239678,0.311033434,0.355902126,0.330683328,0.673257676
91,3,0.190370346,0.932706025,0.287262004,0.492378258,0.453250322
91,4,0.890974473,0.692042046,0.752461169,0.532908122,0.479081144
91,5,0.267756817,0.591421162,0.751394989,0.664277341,0.352926144
91,6,0.113889306,0.897595034,0.447424175,0.799163298,0.999800221
91,7,0.212237416,0.36919392,0.544758731,0.951500701,0.211618939
91,8,0.257925392,0.955791072,0.911959214,0.481547631,0.678215346
91,9,0.374750534,0.899060069,0.951168102,0.391709571,0.63737337
91,10,0.024521372,0.228917301,0.09639611,0.076719964,0.959785968
92,1,0.554271001,0.363181092,0.220424289,0.509312866,0.529793132
92,2,0.015100301,0.093416546,0.39352908,0.350590387,0.596074508
92,3,0.481758438,0.440614785,0.792644423,0.092992472,0.770528629
92,4,0.489866037,0.192588355,0.513296348,0.807234882,0.743633704
92,5,0.917718201,0.631007787,0.986523484,0.52227831,0.341192641
92,6,0.720474226,0.528692138,0.475712235,0.032775702,0.546479393
92,7,0.136591631,0.721121083,0.788832464,0.875419248,0.804413928
92,8,0.201258637,0.920849979,0.992382015,0.915850855,0.636676717
92,9,0.327518496,0.505301236,0.053135584,0.138943073,0.203797548
92,10,0.484868292,0.619250106,0.3749648,0.180315526,0.554733356
93,1,0.271417588,0.416080252,0.152645513,0.600863264,0.922531599
93,2,0.572682812,0.045779324,0.145203859,0.738180889,0.857803819
93,3,0.545806915,0.206724914,0.202168156,0.265904967,0.946421087
93,4,0.835041393,0.546859359,0.403862185,0.357673617,0.401282474
93,5,0.416381651,0.75474219,0.756650524,0.54451719,0.776289847
93,6,0.596224155,0.227897311,0.458093898,0.952536188,0.062210766
93,7,0.645814715,0.269228065,0.522815025,0.498465749,0.136958241
93,8,0.707406484,0.581133721,0.650723552,0.319971894,0.607086132
93,9,0.013513877,0.252157858,0.191445013,0.576042936,0.510634497
93,10,0.542350939,0.737254767,0.424445924,0.001786209,0.87972415
94,1,0.161300266,0.963103062,0.74545869,0.090547009,0.800208092
94,2,0.697971003,0.697549673,0.465225,0.629497471,0.503548868
94,3,0.539452714,0.565450817,0.118718616,0.977507295,0.89978967
94,4,0.938368929,0.327045073,0.313593799,0.137057695,0.961912312
94,5,0.305030011,0.529404206,0.589261656,0.077363204,0.360128783
94,6,0.409266721,0.571423733,0.780007062,0.826803145,0.094959168
94,7,0.434036299,0.215277508,0.037122682,0.247665312,0.973673903
94,8,0.612279361,0.083545972,0.901699275,0.072463679,0.227820691
94,9,0.720226913,0.597487482,0.345221351,0.872055499,0.458782216
94,10,0.287742666,0.982480845,0.295255158,0.95557342,0.778844852
95,1,0.670445072,0.877926298,0.344135132,0.980706766,0.257218777
95,2,0.405625857,0.539258411,0.46269515,0.07191487,0.916889469
95,3,0.463338144,0.189372918,0.672122924,0.132087243,0.061585089
95,4,0.19087307,0.87170153,0.813674619,0.988389148,0.967698212
95,5,0.174827308,0.446616004,0.978882239,0.923875124,0.718574603
95,6,0.791266343,0.641072463,0.228723398,0.964131464,0.621046921
95,7,0.217243051,0.346084292,0.259018715,0.792448577,0.968847841
95,8,0.793135781,0.062991407,0.218609624,0.675245111,0.389073533
95,9,0.968961335,0.390481815,0.347935366,0.845896307,0.997630739
95,10,0.429975299,0.695673209,0.748858694,0.47280721,0.8082083
96,1,0.314652425,0.537110874,0.042781618,0.269403838,0.055383581
96,2,0.688967461,0.358679329,0.725664875,0.916126418,0.797815354
96,3,0.873497848,0.360650709,0.328002363,0.144325453,0.889222664
96,4,0.354310987,0.267472054,0.034959777,0.662390893,0.278089181
96,5,0.734426036,0.460644218,0.277805716,0.478908529,0.659759286
96,6,0.420011192,0.923538945,0.630833523,0.479691882,0.406198888
96,7,0.920058075,0.500028537,0.640448654,0.819706722,0.564157948
96,8,0.414126127,0.180055813,0.198940726,0.453493155,0.556275324
96,9,0.922369858,0.356674392,0.839050801,0.848678773,0.946392209
96,10,0.16786503,0.456897455,0.494054309,0.574368899,0.476872055
97,1,0.207800902,0.722475108,0.695246281,0.446657982,0.723268643
97,2,0.826968915,0.794694643,0.720573948,0.055276983,0.737488963
97,3,0.509681079,0.381886753,0.693391867,0.657373176,0.421390841
97,4,0.779602803,0.368997056,0.940844704,0.817199668,0.882713083
97,5,0.929242023,0.913350048,0.963375004,0.139813092,0.589262704
97,6,0.9289921,0.980130778,0.634484345,0.218650337,0.861484508
97,7,0.008046763,0.572889999,0.833972379,0.210936349,0.584966428
97,8,0.731104092,0.692746112,0.223997958,0.900875686,0.603105951
97,9,0.526057589,0.806252011,0.31378712,0.577411017,0.707221993
97,10,0.07611295,0.998797832,0.071489588,0.735898685,0.347550896
98,1,0.653636327,0.809322482,0.970383442,0.014900408,0.453410016
98,2,0.311922145,0.818597276,0.142350445,0.047141842,0.017134066
98,3,0.123191427,0.482337508,0.843600068,0.602808014,0.356191308
98,4,0.11760792,0.08225226,0.331940096,0.212638838,0.571636297
98,5,0.747674229,0.718740868,0.678885007,0.631361705,0.80411728
98,6,0.64368159,0.856281421,0.056774209,0.250644215,0.490256879
98,7,0.389017841,0.405907189,0.628746072,0.178699009,0.887752914
98,8,0.554633665,0.577129964,0.584413873,0.529928577,0.298729753
98,9,0.18307402,0.675763157,0.186357414,0.120168519,0.938019279
98,10,0.121578144,0.840844386,0.946774835,0.213087882,0.633631746
99,1,0.874585673,0.139146609,0.114076139,0.088621437,0.644350813
99,2,0.978166917,0.644106489,0.861252213,0.6035083,0.197197541
99,3,0.960385796,0.421357492,0.994857973,0.887347633,0.923943717
99,4,0.751783937,0.884274528,0.61310372,0.982595807,0.165209163
99,5,0.811629375,0.959297786,0.597922481,0.281339438,0.877271301
99,6,0.519234209,0.096595259,0.775973232,0.930152918,0.62309788
99,7,0.01370849,0.692405726,0.635459433,0.437776648,0.781375224
99,8,0.151832414,0.282090594,0.648888881,0.104096706,0.248050619
99,9,0.623479298,0.672683964,0.466563499,0.696404371,0.285831253
99,10,0.738992321,0.898944116,0.294924986,0.829947338,0.994039176
100,1,0.002184724,0.661488106,0.038201545,0.122737706,0.977980789
100,2,0.48862352,0.329839059,0.215622338,0.583282598,0.092737512
100,3,0.045725446,0.46736317,0.342247145,0.872571073,0.645075698
100,4,0.358815875,0.743709728,0.875238145,0.789762909,0.933657102
100,5,0.904830036,0.520408661,0.769746973,0.764029012,0.112312821
100,6,0.016142221,0.327528782,0.634565954,0.856920661,0.268894068
100,7,0.358153899,0.684402162,0.015097176,0.450273436,0.93310926
100,8,0.158595586,0.085680424,0.008496718,0.9423049,0.64793926
100,9,0.839196797,0.254844343,0.639329555,0.952464811,0.091023283
100,10,0.540249613,0.223532516,0.508856242,0.496926414,0.69689791
