i_patient,j_no,U_False_positive,U_Positive,U_Follow_up
49,21,0.825354619,0.320278,0.842186879
49,22,0.568242581,0.047039869,0.721302236
49,23,0.464611512,0.55914832,0.753862253
49,24,0.637611915,0.270949232,0.742859537
49,25,0.045226582,0.501970819,0.192218625
49,26,0.122003821,0.893234589,0.396084492
50,1,0.055568937,0.627965631,0.628992039
50,2,0.880220473,0.767922496,0.585050034
50,3,0.368842043,0.982725967,0.417015854
50,4,0.801061887,0.338556221,0.909241649
50,5,0.599947693,0.806718333,0.601892646
50,6,0.309044723,0.151183582,0.864456594
50,7,0.160858095,0.1615334,0.188710704
50,8,0.658062568,0.477720469,0.147269236
50,9,0.737647307,0.474773294,0.659275351
50,10,0.530754838,0.944278842,0.196429754
50,11,0.321656304,0.999850891,0.023985717
50,12,0.876967345,0.698924448,0.863928372
50,13,0.100987109,0.845677348,0.085704231
50,14,0.423817887,0.305014284,0.067157843
50,15,0.959632782,0.814846296,0.468932184
50,16,0.565464579,0.261223469,0.102785321
50,17,0.310154974,0.006281674,0.369774552
50,18,0.894154556,0.010883566,0.629693394
50,19,0.101238697,0.24084482,0.846060231
50,20,0.96744138,0.478591874,0.651367254
50,21,0.699083576,0.702262771,0.231060652
50,22,0.183209625,0.206339214,0.208708476
50,23,0.277332943,0.038606326,0.804434246
50,24,0.793465758,0.726090161,0.1037525
50,25,0.794209794,0.190262832,0.733564099
50,26,0.468982509,0.756719863,0.415301983
51,1,0.534892134,0.192705001,0.647906797
51,2,0.44252273,0.482333207,0.580930368
51,3,0.785027269,0.885565919,0.439669
51,4,0.283713355,0.406402335,0.546598198
51,5,0.971215735,0.011068991,0.850170426
51,6,0.244059793,0.602859328,0.689560244
51,7,0.443226866,0.248888565,0.872477809
51,8,0.545713387,0.162249335,0.507871957
51,9,0.745827953,0.923528426,0.790713829
51,10,0.534403069,0.603085564,0.782521041
51,11,0.282970199,0.003261112,0.021893839
51,12,0.276234812,0.036041447,0.018236582
51,13,0.11915212,0.115199226,0.146962519
51,14,0.239520362,0.574340508,0.856550648
51,15,0.667691563,0.820196561,0.217719869
51,16,0.106141108,0.198923313,0.184876736
51,17,0.335852958,0.413688297,0.727265485
51,18,0.132818718,0.633737565,0.803173182
51,19,0.216315479,0.573566561,0.859238705
51,20,0.179495064,0.173823505,0.747186772
51,21,0.69431799,0.328937479,0.452710778
51,22,0.300744761,0.36870095,0.812877603
51,23,0.793298976,0.28013886,0.671444893
51,24,0.076318425,0.417125458,0.061004718
51,25,0.309656637,0.667664715,0.210296352
51,26,0.57521184,0.211419458,0.326100532
52,1,0.71910908,0.232860157,0.535908082
52,2,0.568766425,0.277407317,0.869868595
52,3,0.907733363,0.588661526,0.896264687
52,4,0.277979428,0.68971186,0.797670844
52,5,0.704827228,0.678774449,0.467401471
52,6,0.818898569,0.673135442,0.250027575
52,7,0.769967657,0.69184197,0.198800158
52,8,0.144750416,0.65017038,0.360499617
52,9,0.545031431,0.043640133,0.282638808
52,10,0.392881029,0.608276947,0.770326554
52,11,0.160342396,0.370590759,0.20534693
52,12,0.849876273,0.794717124,0.656230489
52,13,0.977795364,0.997880213,0.973057306
52,14,0.475604547,0.891003245,0.459850634
52,15,0.005427804,0.836890499,0.844898164
52,16,0.20618413,0.710076371,0.013559172
52,17,0.61411218,0.999995159,0.126423584
52,18,0.851836399,0.872767557,0.174294188
52,19,0.83053202,0.087133189,0.471143614
52,20,0.478470087,0.196232468,0.640951632
52,21,0.755541077,0.066537402,0.939631337
52,22,0.110989955,0.639096794,0.079023482
52,23,0.892132921,0.747055841,0.626494823
52,24,0.160336919,0.168692414,0.263584643
52,25,0.515962932,0.309348842,0.217919542
52,26,0.558015347,0.893801376,0.695969284
53,1,0.182871131,0.260690243,0.510621562
53,2,0.819727042,0.916372414,0.234233026
53,3,0.009622149,0.73583819,0.659461799
53,4,0.095530639,0.638216617,0.190929303
53,5,0.803288653,0.781757789,0.69026839
53,6,0.262875282,0.720501777,0.2012179
53,7,0.239033875,0.012111095,0.785208902
53,8,0.366681421,0.612732376,0.673331093
53,9,0.290743796,0.14400575,0.989129151
53,10,0.676505462,0.415970186,0.36993557
53,11,0.785829754,0.288688022,0.30898425
53,12,0.71563174,0.066202861,0.36733613
53,13,0.933292073,0.555502057,0.119819292
53,14,0.113671127,0.658408893,0.70962689
53,15,0.686553722,0.8021819,0.352563931
53,16,0.137682276,0.318533844,0.012269368
53,17,0.843229607,0.170708877,0.864293075
53,18,0.010895955,0.644463252,0.780367994
53,19,0.098637236,0.28887692,0.006986258
53,20,0.186629985,0.001731528,0.281218007
53,21,0.751648014,0.335190781,0.287592771
53,22,0.44369127,0.705980791,0.008626992
53,23,0.281301609,0.311044656,0.630708373
53,24,0.166694487,0.137698715,0.241443811
53,25,0.550238211,0.261384425,0.690776501
53,26,0.423751351,0.692398799,0.155303505
54,1,0.558121128,0.901173023,0.579793032
54,2,0.486790863,0.247719529,0.650376023
54,3,0.400337444,0.614868788,0.259856147
54,4,0.69093824,0.355171293,0.139247563
54,5,0.661849681,0.098380191,0.799337657
54,6,0.154651518,0.516712657,0.986715521
54,7,0.635249468,0.77836784,0.048433976
54,8,0.919757457,0.161744271,0.243975192
54,9,0.757082183,0.667035639,0.706669561
54,10,0.286243246,0.048444078,0.280919597
54,11,0.904741251,0.49773441,0.926176215
54,12,0.715530486,0.537828817,0.495807493
54,13,0.661709833,0.86412085,0.386783358
54,14,0.980855508,0.841940365,0.167110001
54,15,0.179714596,0.073159961,0.500641366
54,16,0.20552131,0.839830098,0.470078009
54,17,0.162017904,0.177733727,0.427665397
54,18,0.054695118,0.716562218,0.315699201
54,19,0.745868173,0.392941775,0.444381502
54,20,0.691490069,0.422137056,0.993761125
54,21,0.571609714,0.73863116,0.498532759
54,22,0.384843474,0.420650038,0.03485562
54,23,0.664186942,0.322306489,0.705461907
54,24,0.23857296,0.211448332,0.42212725
54,25,0.477856967,0.444602403,0.942186614
54,26,0.978611747,0.837443735,0.611371383
55,1,0.258952798,0.597485804,0.883898736
55,2,0.079106448,0.252059801,0.950575104
55,3,0.689773459,0.052086101,0.569527834
55,4,0.614411176,0.925442576,0.273751495
55,5,0.266979613,0.557905385,0.362419537
55,6,0.699979087,0.611011194,0.917860449
55,7,0.709751519,0.714599509,0.79676421
55,8,0.882246809,0.666980591,0.145187895
55,9,0.837205939,0.295198846,0.775577825
55,10,0.246757887,0.047552868,0.290207632
55,11,0.832587895,0.523450861,0.899265149
55,12,0.519980492,0.400399298,0.488255652
55,13,0.626289944,0.97378784,0.298095185
55,14,0.134445957,0.304896652,0.566389184
55,15,0.952034793,0.290706976,0.976454113
55,16,0.593562918,0.731982887,0.878938958
55,17,0.86429117,0.692207117,0.545482858
55,18,0.813264594,0.334879785,0.472685169
55,19,0.932675533,0.209807087,0.240475116
55,20,0.607380686,0.256188009,0.140129633
55,21,0.58139568,0.582849019,0.541742164
55,22,0.041762186,0.776178661,0.407882604
55,23,0.827819359,0.725102518,0.015810974
55,24,0.331539388,0.08303174,0.443216791
55,25,0.559010983,0.168882338,0.353827844
55,26,0.56574395,0.619616358,0.919373364
56,1,0.242458534,0.609187242,0.207972133
56,2,0.309244296,0.515649458,0.667284577
56,3,0.876132253,0.891575596,0.196739255
56,4,0.353058894,0.77566669,0.384121816
56,5,0.347459758,0.165525463,0.594686324
56,6,0.438440516,0.198747207,0.468791011
56,7,0.13466245,0.977015425,0.861576698
56,8,0.603089508,0.805381763,0.687553752
56,9,0.19967655,0.058904245,0.759027015
56,10,0.409341774,0.5334197,0.810650562
56,11,0.714927109,0.59292804,0.041429581
56,12,0.312950578,0.086931667,0.692504962
56,13,0.44505762,0.803550413,0.002572037
56,14,0.476176548,0.486680531,0.310172806
56,15,0.786605124,0.299675745,0.948621717
56,16,0.7381729,0.543624634,0.113782473
56,17,0.356657339,0.797764187,0.413843444
56,18,0.837629195,0.9068304,0.813469505
56,19,0.349634527,0.590313381,0.12341416
56,20,0.302829204,0.638057648,0.637612331
56,21,0.58214278,0.227533528,0.253886608
56,22,0.430901327,0.907303934,0.454760601
56,23,0.743738351,0.380041181,0.35021206
56,24,0.468237226,0.083652383,0.430444181
56,25,0.188612001,0.766384308,0.569603078
56,26,0.043528073,0.155323347,0.294808032
57,1,0.099829839,0.943065393,0.043191891
57,2,0.018431529,0.685454138,0.197247176
57,3,0.679084854,0.113948736,0.866386401
57,4,0.834387854,0.112084588,0.045062752
57,5,0.968961946,0.871007947,0.138669699
57,6,0.809459854,0.039067526,0.277354022
57,7,0.201836498,0.698807703,0.052164533
57,8,0.695779174,0.640323392,0.536646196
57,9,0.416497735,0.983026336,0.241899068
57,10,0.7064427,0.67681973,0.272780245
57,11,0.513098791,0.600333115,0.608891709
57,12,0.724872021,0.777700796,0.727137994
57,13,0.081236697,0.740056936,0.33226981
57,14,0.025220956,0.728430685,0.342601107
57,15,0.367227886,0.523702628,0.347386946
57,16,0.871847084,0.428834144,0.365495118
57,17,0.809954438,0.689998055,0.235071964
57,18,0.60755316,0.788628967,0.010584624
57,19,0.60680783,0.844176836,0.977494036
57,20,0.29609646,0.167770604,0.688578466
57,21,0.616580797,0.905394139,0.342564298
57,22,0.760231067,0.567708385,0.988822073
57,23,0.038026114,0.359492254,0.300890038
57,24,0.526071998,0.716144196,0.934483754
57,25,0.943628311,0.915501775,0.211200348
57,26,0.672253302,0.865546956,0.803969911
58,1,0.816419301,0.028870877,0.282422568
58,2,0.692243931,0.142117074,0.481880118
58,3,0.838901313,0.349206374,0.770374605
58,4,0.766650259,0.226243977,0.93645453
58,5,0.429327978,0.635036833,0.983231079
58,6,0.999128676,0.110577977,0.53858573
58,7,0.808932804,0.137249061,0.661836635
58,8,0.724119847,0.488195541,0.953417685
58,9,0.744653151,0.05530915,0.232325379
58,10,0.558245362,0.324099173,0.79675749
58,11,0.440314427,0.270302918,0.957304208
58,12,0.01770667,0.505267242,0.41019607
58,13,0.281336569,0.933604201,0.616513991
58,14,0.313164103,0.802946357,0.005953927
58,15,0.046678219,0.127185541,0.999910715
58,16,0.876855479,0.868359269,0.329871989
58,17,0.09331075,0.250703471,0.059617779
58,18,0.646786502,0.339805233,0.172823249
58,19,0.919438563,0.100264517,0.245178259
58,20,0.633356174,0.128833137,0.907936006
58,21,0.450428703,0.107378504,0.151970515
58,22,0.920794415,0.122969215,0.016771947
58,23,0.958604309,0.788504541,0.769763184
58,24,0.958923285,0.252078877,0.224386749
58,25,0.655615986,0.394977078,0.174893991
58,26,0.874914456,0.32927682,0.615188482
59,1,0.806946003,0.469666517,0.565014305
59,2,0.996315635,0.281819926,0.772994144
59,3,0.551357413,0.375939885,0.705756068
59,4,0.475568688,0.596195394,0.461540789
59,5,0.863763085,0.726415197,0.217554616
59,6,0.197294777,0.371108927,0.600899284
59,7,0.274548792,0.38087621,0.962189625
59,8,0.952087436,0.394102163,0.409880198
59,9,0.064518943,0.985581903,0.340994155
59,10,0.329802455,0.015303807,0.696225007
59,11,0.38041409,0.176574361,0.339579874
59,12,0.857619534,0.391662484,0.450306443
59,13,0.339105439,0.982990828,0.490512757
59,14,0.713704003,0.90717371,0.550318578
59,15,0.943912572,0.867274455,0.446388872
59,16,0.338112549,0.100913828,0.099790872
59,17,0.235050204,0.794342281,0.336575575
59,18,0.708624052,0.775849764,0.340796597
59,19,0.252298109,0.056289235,0.496170158
59,20,0.23877702,0.100388741,0.58953401
59,21,0.27373971,0.024155403,0.531246769
59,22,0.941229832,0.89505883,0.590180474
59,23,0.826519253,0.118695778,0.858232885
59,24,0.668375669,0.659399356,0.633334795
59,25,0.545217874,0.693410866,0.149662323
59,26,0.97376008,0.477571848,0.169521591
60,1,0.57145431,0.268100823,0.915215933
60,2,0.113411739,0.350299815,0.701715465
60,3,0.084600532,0.821985242,0.778433018
60,4,0.667850828,0.822041458,0.74049864
60,5,0.325098587,0.517621964,0.61420337
60,6,0.821044709,0.436392045,0.015375888
60,7,0.581715636,0.106925153,0.027730491
60,8,0.33309335,0.870978507,0.50347458
60,9,0.766515229,0.819906098,0.760201704
60,10,0.974540845,0.457509331,0.13066981
60,11,0.984470692,0.907039723,0.923556705
60,12,0.113879213,0.804208472,0.990512125
60,13,0.033132784,0.098935199,0.420917083
60,14,0.396431505,0.542222198,0.128765846
60,15,0.844978403,0.694343283,0.665143691
60,16,0.047289189,0.878535302,0.388997623
60,17,0.158824108,0.398119422,0.795254896
60,18,0.298234183,0.436753762,0.731740373
60,19,0.585216061,0.273609994,0.339812944
60,20,0.438656274,0.638700497,0.666327387
60,21,0.609995301,0.295734873,0.890530622
60,22,0.821634596,0.627557211,0.928425801
60,23,0.609946668,0.167092459,0.662412094
60,24,0.428967391,0.588993842,0.921601714
60,25,0.465811526,0.311652116,0.67375263
60,26,0.895865212,0.376058799,0.377263691
61,1,0.87151847,0.954526406,0.686864889
61,2,0.53366198,0.556780622,0.869225703
61,3,0.262876168,0.401503004,0.91410304
61,4,0.643542636,0.344416043,0.451336131
61,5,0.473847604,0.528658872,0.257122656
61,6,0.25130898,0.160975973,0.303781439
61,7,0.685805225,0.069963761,0.660360013
61,8,0.669710429,0.464790231,0.903155073
61,9,0.132126386,0.599730326,0.157188283
61,10,0.636261984,0.982538194,0.184878413
61,11,0.165591139,0.945303214,0.637206976
61,12,0.897403095,0.515226834,0.068075357
61,13,0.194642036,0.680589509,0.134635973
61,14,0.448722556,0.44288029,0.845345983
61,15,0.774168662,0.150690099,0.22896846
61,16,0.18472363,0.870437574,0.014349952
61,17,0.015569796,0.505662306,0.403892325
61,18,0.994752931,0.770379226,0.880640433
61,19,0.463984535,0.67549138,0.414084628
61,20,0.118331067,0.469153106,0.43422946
61,21,0.214988094,0.765715923,0.472268205
61,22,0.883038805,0.16432021,0.712684006
61,23,0.048336563,0.803265092,0.172063301
61,24,0.557099659,0.955836384,0.301563425
61,25,0.369306945,0.130195965,0.010568763
61,26,0.099388868,0.808740881,0.90904208
62,1,0.506542823,0.407444661,0.328697345
62,2,0.148271653,0.765678375,0.242240403
62,3,0.211800434,0.965961933,0.123456089
62,4,0.110500865,0.304854191,0.348247906
62,5,0.299616539,0.016808769,0.99078555
62,6,0.07578203,0.455007907,0.415552702
62,7,0.631465317,0.883285123,0.587146706
62,8,0.15970025,0.017583543,0.891394828
62,9,0.07491309,0.207075239,0.174084648
62,10,0.076279966,0.137663238,0.553786297
62,11,0.575662094,0.940692974,0.38815747
62,12,0.553895371,0.453465643,0.394351718
62,13,0.996198043,0.436375868,0.416348516
62,14,0.178668151,0.081190916,0.698139717
62,15,0.971512323,0.281873849,0.885118233
62,16,0.10415087,0.518238632,0.538726493
62,17,0.857999221,0.347250104,0.935627336
62,18,0.696377506,0.86674731,0.620702456
62,19,0.392362967,0.145856547,0.854139466
62,20,0.794138349,0.849563475,0.065060061
62,21,0.735788826,0.704632082,0.522633071
62,22,0.42890945,0.7778491,0.87954238
62,23,0.773654329,0.936105664,0.298621566
62,24,0.737027412,0.825986236,0.748422843
62,25,0.90142204,0.646881606,0.957604171
62,26,0.092011156,0.267991534,0.221869429
63,1,0.482450023,0.28243148,0.120681133
63,2,0.37653749,0.678609757,0.986847309
63,3,0.403607598,0.369857721,0.207589882
63,4,0.263302445,0.034064041,0.295453555
63,5,0.319675899,0.091591227,0.432863319
63,6,0.395654581,0.120367156,0.086351609
63,7,0.525221006,0.628657978,0.857308053
63,8,0.775886999,0.372516735,0.462678139
63,9,0.41774316,0.117516311,0.894332183
63,10,0.588451399,0.673788987,0.443524293
63,11,0.250863289,0.086933389,0.033987942
63,12,0.091007595,0.416181652,0.996209413
63,13,0.225202442,0.809738711,0.687398084
63,14,0.464902432,0.131716281,0.181960363
63,15,0.598474335,0.837590814,0.578688258
63,16,0.461806211,0.998296349,0.171673699
63,17,0.597332687,0.714956193,0.417310384
63,18,0.648445912,0.986310748,0.967534011
63,19,0.771868198,0.82211098,0.005001123
63,20,0.236210603,0.556717798,0.487465911
63,21,0.516240357,0.826293703,0.638417893
63,22,0.233748292,0.659630412,0.565994513
63,23,0.882471553,0.565498819,0.129467351
63,24,0.809935794,0.381985512,0.75107214
63,25,0.108536092,0.008462046,0.730104216
63,26,0.776863883,0.880147856,0.392954951
64,1,0.068899287,0.051259563,0.039853194
64,2,0.027323748,0.221370808,0.069863198
64,3,0.805379073,0.031652488,0.758060805
64,4,0.129845811,0.014844412,0.351336702
64,5,0.573486334,0.695133958,0.432412943
64,6,0.962580308,0.368352268,0.665997637
64,7,0.48380823,0.814858583,0.528917381
64,8,0.986493979,0.498243806,0.952208344
64,9,0.4362221,0.65952399,0.928146708
64,10,0.932953772,0.178329556,0.607668063
64,11,0.980597852,0.268036206,0.125810189
64,12,0.079531956,0.585915631,0.78328569
64,13,0.325105989,0.062976476,0.98965205
64,14,0.103340652,0.964892586,0.592808
64,15,0.383696337,0.154699419,0.847972
64,16,0.4353915,0.873077602,0.685655466
64,17,0.591223555,0.358476491,0.827407437
64,18,0.036898341,0.403175972,0.185914059
64,19,0.961710352,0.109739685,0.88369589
64,20,0.950858373,0.779796741,0.129772379
64,21,0.596997292,0.442434802,0.83731353
64,22,0.312266408,0.111296463,0.549890729
64,23,0.972810447,0.214278966,0.140021056
64,24,0.410515809,0.81114211,0.51567086
64,25,0.242941204,0.253998251,0.464497852
64,26,0.459779858,0.09625901,0.058910982
65,1,0.334954397,0.405629073,0.112629224
65,2,0.987426646,0.838769553,0.766558661
65,3,0.06184463,0.110723839,0.352991188
65,4,0.632673949,0.590741808,0.666508862
65,5,0.616797163,0.841452766,0.677191904
65,6,0.25940624,0.268174634,0.803798183
65,7,0.888515386,0.964954918,0.215786335
65,8,0.434255824,0.266950311,0.756027978
65,9,0.137938461,0.429786808,0.201464884
65,10,0.215059075,0.007451831,0.495248157
65,11,0.991120093,0.624146928,0.773117501
65,12,0.921066504,0.251225335,0.215818068
65,13,0.082273164,0.960463846,0.472619681
65,14,0.354496849,0.555549169,0.79607283
65,15,0.999019758,0.176865626,0.212743953
65,16,0.643194244,0.068685734,0.153328762
65,17,0.642771969,0.453151095,0.857998928
65,18,0.848163415,0.964604179,0.359534282
65,19,0.505060231,0.954637204,0.277771997
65,20,0.325120585,0.991406109,0.988450551
65,21,0.520132128,0.856518925,0.058482171
65,22,0.975777706,0.408995315,0.274301608
65,23,0.275494296,0.704975818,0.628050258
65,24,0.367465157,0.72179456,0.884438225
65,25,0.632341686,0.946736307,0.58680682
65,26,0.552660451,0.034675121,0.052975957
66,1,0.157990826,0.596881018,0.92593752
66,2,0.251619078,0.093116489,0.278916131
66,3,0.172744266,0.532249748,0.299390567
66,4,0.116436141,0.596865507,0.025500322
66,5,0.155500592,0.885631527,0.615653591
66,6,0.55249433,0.557942593,0.38572209
66,7,0.19988498,0.827549033,0.085841394
66,8,0.220804131,0.885580796,0.968816517
66,9,0.318919266,0.752865967,0.28537129
66,10,0.209134952,0.743854419,0.837401207
66,11,0.81480689,0.96923347,0.647249934
66,12,0.099766281,0.569957042,0.838504961
66,13,0.618442732,0.728123004,0.219931807
66,14,0.147195545,0.502521469,0.008654628
66,15,0.492476035,0.334811628,0.838943489
66,16,0.04694615,0.753593177,0.472471445
66,17,0.122794104,0.161103212,0.503249713
66,18,0.000155929,0.389738074,0.929792634
66,19,0.584014378,0.580827999,0.202039342
66,20,0.280105888,0.541412575,0.491109989
66,21,0.964117114,0.339565283,0.861751167
66,22,0.521948682,0.099288428,0.305218311
66,23,0.299656436,0.89816605,0.261114831
66,24,0.516003805,0.483635115,0.406468482
66,25,0.09693542,0.502299887,0.231636855
66,26,0.856702241,0.538555228,0.045033495
67,1,0.584771926,0.562504291,0.30130163
67,2,0.828017861,0.260937154,0.160975836
67,3,0.79232518,0.479152498,0.260227192
67,4,0.665444191,0.751338568,0.695997473
67,5,0.107478597,0.823698912,0.772520384
67,6,0.62530945,0.208670938,0.018156737
67,7,0.367082268,0.706505663,0.527642493
67,8,0.137601743,0.012867461,0.518209647
67,9,0.463286149,0.809485238,0.467091598
67,10,0.449389893,0.981941214,0.571351759
67,11,0.057408277,0.212038148,0.903033041
67,12,0.72300317,0.037052213,0.793141505
67,13,0.23093453,0.332221586,0.755374157
67,14,0.496888414,0.691869112,0.421462022
67,15,0.809632793,0.77744821,0.453728401
67,16,0.440015497,0.763178667,0.276453501
67,17,0.165396857,0.929532829,0.338931236
67,18,0.095656561,0.886886779,0.41513743
67,19,0.725442972,0.854130771,0.580287633
67,20,0.871733009,0.17490997,0.141443706
67,21,0.029513644,0.071361683,0.611471091
67,22,0.87877688,0.823014019,0.241301202
67,23,0.752044847,0.36371222,0.349373687
67,24,0.355341066,0.749039051,0.987731873
67,25,0.268605363,0.78088514,0.110063507
67,26,0.698573066,0.441126888,0.730013849
68,1,0.318635504,0.260753033,0.478015758
68,2,0.222430703,0.816000518,0.302620588
68,3,0.417427223,0.29929029,0.105513887
68,4,0.244818221,0.678102566,0.95984829
68,5,0.599810047,0.807156401,0.62673241
68,6,0.414928201,0.958879029,0.152392705
68,7,0.741515173,0.718961828,0.103484861
68,8,0.202342443,0.242370143,0.066884039
68,9,0.389547121,0.737773269,0.470672547
68,10,0.096719213,0.183190538,0.73730784
68,11,0.948771082,0.106212706,0.649913402
68,12,0.317463326,0.861957913,0.209121388
68,13,0.993081243,0.535144205,0.84808501
68,14,0.857098702,0.496371662,0.654661244
68,15,0.417030499,0.422604265,0.800457824
68,16,0.220911606,0.555260892,0.494705605
68,17,0.101952961,0.714601749,0.138327061
68,18,0.114553183,0.64751288,0.27848824
68,19,0.498442541,0.732133113,0.768070816
68,20,0.669475783,0.737704773,0.422648266
68,21,0.378404553,0.090524887,0.637608231
68,22,0.401520022,0.152365022,0.435503914
68,23,0.254231152,0.12668948,0.176236106
68,24,0.020603976,0.888154306,0.36710002
68,25,0.399640302,0.888999045,0.0323644
68,26,0.341429694,0.652053888,0.002360455
69,1,0.937082001,0.073204863,0.680161446
69,2,0.236809647,0.882550421,0.309432717
69,3,0.465723811,0.523587862,0.377345169
69,4,0.087813932,0.348956977,0.115357302
69,5,0.494552168,0.032288549,0.064273027
69,6,0.235904298,0.200278971,0.805882868
69,7,0.954079283,0.9826619,0.340126009
69,8,0.840299532,0.001868676,0.39520574
69,9,0.081288573,0.325557722,0.43008705
69,10,0.129934955,0.328512348,0.837115018
69,11,0.004375393,0.952635434,0.015361971
69,12,0.884077985,0.974340044,0.371530691
69,13,0.779251637,0.271986021,0.464241496
69,14,0.619735427,0.15956242,0.183168794
69,15,0.584938111,0.349749662,0.340943056
69,16,0.576377408,0.790671502,0.735023046
69,17,0.822907235,0.183269971,0.949678806
69,18,0.63481683,0.963306064,0.715054181
69,19,0.489904817,0.614396251,0.07859462
69,20,0.192511604,0.501614639,0.159861221
69,21,0.723585203,0.056524771,0.180797631
69,22,0.955363483,0.299922669,0.901163988
69,23,0.900020745,0.390359655,0.827301474
69,24,0.01345715,0.669387223,0.387288028
69,25,0.362613954,0.696194964,0.564975751
69,26,0.052630645,0.258642529,0.484251037
70,1,0.73184808,0.318897584,0.918889399
70,2,0.086826226,0.468587995,0.917560778
70,3,0.808688723,0.730399524,0.001792695
70,4,0.959195283,0.671912658,0.07569857
70,5,0.495756297,0.893832233,0.044019564
70,6,0.75105408,0.76042052,0.216143727
70,7,0.357126078,0.442304977,0.074802186
70,8,0.491274229,0.047015474,0.885327973
70,9,0.320968872,0.005132208,0.521781919
70,10,0.203410793,0.351359842,0.297702558
70,11,0.483592729,0.646407356,0.915038753
70,12,0.100694656,0.818320613,0.970111094
70,13,0.389176572,0.170076202,0.473363149
70,14,0.217054674,0.964740204,0.411300002
70,15,0.853606413,0.75754175,0.058637085
70,16,0.713913819,0.208742315,0.300105187
70,17,0.398585507,0.92016408,0.070137915
70,18,0.061775883,0.794217718,0.457981918
70,19,0.009485845,0.995175234,0.031366218
70,20,0.565672054,0.791518965,0.544544927
70,21,0.09946084,0.266882929,0.489274139
70,22,0.190901777,0.744942978,0.098528352
70,23,0.205034932,0.559317245,0.991530263
70,24,0.619068001,0.453487852,0.480733282
70,25,0.878108176,0.479715308,0.531940762
70,26,0.321528995,0.52457297,0.674690353
71,1,0.261165605,0.983375408,0.502080645
71,2,0.300873891,0.488362884,0.416956696
71,3,0.836631144,0.308453497,0.591798511
71,4,0.414661526,0.67977977,0.124491477
71,5,0.951975332,0.576403556,0.987472574
71,6,0.020456012,0.911282995,0.976268973
71,7,0.10448449,0.338563527,0.545546453
71,8,0.593160324,0.57053777,0.779503151
71,9,0.2554618,0.179204491,0.484495566
71,10,0.291560015,0.229108656,0.350469172
71,11,0.954816016,0.151004064,0.189228595
71,12,0.616311754,0.908086558,0.541586458
71,13,0.223741751,0.596231904,0.388578252
71,14,0.173422018,0.18772042,0.3033978
71,15,0.57249054,0.495898475,0.466528733
71,16,0.721527798,0.522007026,0.56820156
71,17,0.769900286,0.322861379,0.726209099
71,18,0.771068128,0.013783454,0.162211186
71,19,0.135453877,0.187844554,0.461127163
71,20,0.912458555,0.378010609,0.789039635
71,21,0.768122612,0.789717319,0.863225981
71,22,0.066896795,0.327719686,0.501375706
71,23,0.972253793,0.143940977,0.838654429
71,24,0.851820858,0.802558795,0.460631027
71,25,0.941629606,0.382730048,0.156131143
71,26,0.30265343,0.119771863,0.755057016
72,1,0.734072604,0.421923948,0.306470605
72,2,0.120005884,0.378081753,0.605012664
72,3,0.409341746,0.117845003,0.638362422
72,4,0.040335247,0.132302506,0.476342842
72,5,0.389501395,0.051751042,0.833062012
72,6,0.912684671,0.354582135,0.057940703
72,7,0.186303389,0.103478526,0.090978721
72,8,0.970904988,0.285817466,0.172324347
72,9,0.332351338,0.689396392,0.034045511
72,10,0.960093338,0.672529038,0.479871276
72,11,0.738561778,0.840387668,0.45528856
72,12,0.5299608,0.928087062,0.227282956
72,13,0.020577912,0.280431155,0.260561539
72,14,0.661826028,0.980805,0.293331171
72,15,0.366737134,0.773420017,0.161993158
72,16,0.203586444,0.938262424,0.050750194
72,17,0.377060303,0.03085448,0.155974867
72,18,0.838565291,0.777456485,0.574715226
72,19,0.32978593,0.097793053,0.077523574
72,20,0.864949882,0.75437991,0.95191395
72,21,0.391745952,0.840385017,0.45720383
72,22,0.642729945,0.517334808,0.370670935
72,23,0.083940982,0.624744172,0.922644735
72,24,0.879445287,0.876136386,0.350732991
72,25,0.550798664,0.458253714,0.567724411
72,26,0.282955955,0.24389573,0.173826797
73,1,0.358290844,0.330374151,0.300627925
73,2,0.61554507,0.188458342,0.384423082
73,3,0.338908065,0.496382294,0.298933608
73,4,0.486054824,0.055242002,0.293328284
73,5,0.667003145,0.485229915,0.481379435
73,6,0.96778701,0.070270966,0.717662326
73,7,0.015604291,0.645170114,0.494807439
73,8,0.847697842,0.624640898,0.525425147
73,9,0.740825137,0.387883045,0.457153079
73,10,0.75005785,0.474690858,0.970214883
73,11,0.172823402,0.577835542,0.097032195
73,12,0.105798848,0.07544851,0.641002717
73,13,0.749711069,0.222331286,0.220655564
73,14,0.252074939,0.893815561,0.561639457
73,15,0.124302679,0.087918828,0.009479001
73,16,0.503863747,0.085891277,0.354569278
73,17,0.874436056,0.776733243,0.543944134
73,18,0.59051472,0.241165749,0.126371886
73,19,0.095004647,0.973662562,0.722155493
73,20,0.694743255,0.276568828,0.365422065
73,21,0.861483192,0.633278017,0.159756478
73,22,0.214331534,0.516341366,0.89269569
73,23,0.225686579,0.313665729,0.181546042
73,24,0.629567944,0.058944565,0.902469893
73,25,0.535006088,0.08017403,0.561913152
73,26,0.472638064,0.696868454,0.288547533
74,1,0.600600383,0.254370885,0.943078359
74,2,0.629512779,0.646394036,0.897195828
74,3,0.644933135,0.253966643,0.642926515
74,4,0.745638326,0.282367808,0.731494119
74,5,0.534505223,0.462530548,0.701782862
